table_name,column_name,variable_type,column_description,required_flag
hive.team_cst_mhd_product.soundbox_eval_completed,active_sessions,bigint,"Represents the total count of active sessions available for analysis in the soundbox evaluation system. This column serves as the baseline denominator for calculating the percentage of sessions that have been analyzed, providing insight into system utilization and analysis coverage rates.",no
hive.team_cst_mhd_product.soundbox_eval_completed,analyzed_sessions,bigint,The number of customer service sessions that have been processed and analyzed by the soundbox evaluation system. This metric tracks the volume of completed analysis work and serves as a key performance indicator for measuring system throughput and calculating various operational rates.,no
hive.team_cst_mhd_product.soundbox_eval_completed,cst_entity,varchar,"A categorical identifier that represents different business entities or product lines within the customer service system, used to segment and analyze customer service metrics such as session data, feedback, and support tickets by specific business units.",no
hive.team_cst_mhd_product.soundbox_eval_completed,date_,date,"The date_ column represents the date when soundbox evaluation sessions occurred, serving as the primary time dimension for tracking daily performance metrics in the Profile Eval Summary dashboard. It enables temporal analysis of evaluation completion rates and session analytics over time.",yes
hive.team_cst_mhd_product.soundbox_eval_completed,eval_completed,bigint,This column represents the total count of evaluation sessions that have been successfully completed for soundbox analysis. It serves as a key performance metric in the MHD evaluation summary dashboard and is used to calculate completion rates as a percentage of analyzed sessions.,no
hive.team_cst_mhd_product.soundbox_eval_l1_summary1,active_sessions,bigint,"Represents the total number of active customer interaction sessions, used as a baseline metric to calculate bot containment percentage by measuring how many sessions were successfully handled without escalating to human agents.",no
hive.team_cst_mhd_product.soundbox_eval_l1_summary1,avg_eval_score,double,"Average evaluation score for customer service quality assessment, stored as a decimal value (0-1 range) and displayed as a percentage in quality metrics dashboards. This metric is used to track daily trends in service quality performance alongside other key indicators like bot containment and customer satisfaction.",no
hive.team_cst_mhd_product.soundbox_eval_l1_summary1,cst_entity,varchar,"A categorical identifier that represents different customer service entities or product areas within the soundbox evaluation system, used to filter and segment user sentiment analysis data by business unit (e.g., 'p4bpayoutandsettlement' for payout and settlement services).",no
hive.team_cst_mhd_product.soundbox_eval_l1_summary1,date_,date,"Date column that serves as the primary time dimension for tracking daily trends in customer service quality metrics including evaluation scores, bot containment rates, and satisfaction measurements. Used for time-series analysis and grouping daily performance indicators in the soundbox evaluation dashboard.",yes
hive.team_cst_mhd_product.soundbox_eval_l1_summary1,eval_score_bad,bigint,A numeric count of negative or poor evaluation scores used to calculate the percentage share of bad evaluations in quality assessment metrics. This column is aggregated to track the proportion of unfavorable evaluations as part of daily quality monitoring.,no
hive.team_cst_mhd_product.soundbox_eval_l1_summary1,eval_score_good,bigint,"This column represents the count or total of evaluation scores that were rated as ""good"" in the soundbox customer service system. It is used to calculate quality metrics, specifically the ""Bad Eval Share %"" by determining the proportion of bad evaluations relative to total evaluations (good + bad).",no
hive.team_cst_mhd_product.soundbox_eval_l1_summary1,fd_tickets,bigint,Represents the number of tickets that were forwarded or escalated from bot interactions to human agents. This metric is used to calculate bot containment percentage by measuring how many sessions the bot successfully handled without requiring human intervention.,no
hive.team_cst_mhd_product.soundbox_eval_l1_summary1,happy,bigint,"The ""happy"" column stores the count of positive customer feedback responses used to calculate customer satisfaction (MSAT) percentages in quality metrics reporting. It represents satisfied customer interactions that are aggregated with negative feedback to determine overall satisfaction rates.",no
hive.team_cst_mhd_product.soundbox_eval_l1_summary1,sad,bigint,The 'sad' column contains the count of negative customer satisfaction responses used to calculate Mobile Satisfaction (MSAT) percentage metrics. It represents dissatisfied customer feedback that is aggregated with positive responses to measure overall customer satisfaction in the soundbox evaluation system.,no
hive.team_cst_mhd_product.soundbox_eval_llm_l1,active_sessions,bigint,"Represents the count of active user sessions in the LLM L1 evaluation system, used as a key metric for measuring session volume and as a denominator for calculating various performance percentages like intent detection failure rates and bot error rates.",no
hive.team_cst_mhd_product.soundbox_eval_llm_l1,agent_response_repetition,bigint,"This column counts the number of instances where the AI agent/bot provided repetitive responses during customer interactions. It's used to calculate the Bot Repetition percentage metric, which helps monitor the quality of automated responses and identify when the system is generating redundant or circular replies.",no
hive.team_cst_mhd_product.soundbox_eval_llm_l1,avg_empathy_score,double,"Stores the average empathy score for AI/bot responses in customer service interactions, used to measure how empathetic and understanding the automated responses are to customer concerns. This metric is displayed as a percentage in dashboards to evaluate the emotional intelligence quality of LLM L1 level interactions.",no
hive.team_cst_mhd_product.soundbox_eval_llm_l1,avg_eval_score,double,"Average evaluation score for LLM Level 1 interactions, stored as a decimal value (0-1 range) that represents the overall quality assessment of chatbot sessions. This metric is converted to percentage format in dashboards to track LLM performance across different problem categories.",no
hive.team_cst_mhd_product.soundbox_eval_llm_l1,avg_resolution_achieved,double,"A metric representing the average rate of successful problem resolution achieved in customer service interactions, stored as a decimal value between 0 and 1. This column is used to calculate the percentage of cases where the LLM system successfully resolved customer issues.",no
hive.team_cst_mhd_product.soundbox_eval_llm_l1,avg_response_relevance_score,double,"This column stores the average response relevance score for LLM (Large Language Model) evaluations, representing how well the AI responses match the user's intent or query. It's displayed as a percentage in the dashboard to track the quality and appropriateness of automated responses in customer service interactions.",no
hive.team_cst_mhd_product.soundbox_eval_llm_l1,avg_topic_drift,double,"Measures the average degree to which conversations deviate from their intended topics, expressed as a decimal value that represents the percentage of topic drift in LLM-powered customer service interactions. This metric helps evaluate conversation quality and bot performance in maintaining contextually relevant discussions.",no
hive.team_cst_mhd_product.soundbox_eval_llm_l1,cst_entity,varchar,"A categorical identifier representing the customer or business entity associated with the LLM evaluation session, used for segmenting and analyzing chatbot performance metrics across different organizational units or customer groups.",no
hive.team_cst_mhd_product.soundbox_eval_llm_l1,date_,date,"Date field that serves as the time dimension for LLM L1 evaluation metrics, enabling time-based analysis and filtering of daily performance data including session counts, evaluation scores, and sentiment metrics.",yes
hive.team_cst_mhd_product.soundbox_eval_llm_l1,eval_score_bad,bigint,"A numeric count of sessions or interactions that received poor evaluation scores in the LLM L1 system. This metric is used to calculate the percentage of bad evaluations relative to total evaluations, helping monitor the quality and performance of AI-powered customer service interactions.",no
hive.team_cst_mhd_product.soundbox_eval_llm_l1,eval_score_good,bigint,A numeric count representing the number of sessions or interactions that received good evaluation scores from the LLM system. This metric is used to calculate the percentage of bad evaluations by comparing good vs bad evaluation scores in the dashboard.,no
hive.team_cst_mhd_product.soundbox_eval_llm_l1,function_call_failed,bigint,"A counter that tracks the number of failed function calls made by the LLM bot during user sessions. This metric is used to calculate the ""Bot Failed %"" KPI, which measures the reliability and technical performance of the bot's function execution capabilities.",no
hive.team_cst_mhd_product.soundbox_eval_llm_l1,happy,bigint,"The ""happy"" column represents the count of positive customer satisfaction responses or feedback instances in LLM interactions. It is used to calculate the overall customer satisfaction percentage (MSAT %) by comparing positive responses against the total sentiment responses.",no
hive.team_cst_mhd_product.soundbox_eval_llm_l1,intent_incoherence_count,bigint,"This column represents the count of instances where intent detection failed or was incoherent during user interactions. It is used to calculate the percentage of sessions where the system struggled to properly understand user intent, serving as a key quality metric for conversational AI performance evaluation.",no
hive.team_cst_mhd_product.soundbox_eval_llm_l1,negative_user_sentiment,bigint,"This column contains the count of negative user sentiment occurrences during chatbot or AI assistant sessions, used to calculate sentiment distribution metrics and track user satisfaction trends in the LLM evaluation system.",no
hive.team_cst_mhd_product.soundbox_eval_llm_l1,neutral_user_sentiment,bigint,This column stores the count of user interactions that were classified as having neutral sentiment during chatbot sessions. It's used as part of sentiment analysis calculations to measure the percentage of positive sentiment changes in the LLM evaluation system.,no
hive.team_cst_mhd_product.soundbox_eval_llm_l1,out_key_problem_desc,varchar,"A descriptive text field that categorizes key problems or issues identified during LLM soundbox evaluations, used to segment and analyze performance metrics across different problem types in the evaluation dashboard.",yes
hive.team_cst_mhd_product.soundbox_eval_llm_l1,positive_user_sentiment,bigint,"Contains the count of positive user sentiment instances detected during LLM evaluation sessions, used to calculate the percentage of positive sentiment change across all user interactions in the soundbox evaluation system.",no
hive.team_cst_mhd_product.soundbox_eval_llm_l1,sad,bigint,A count of negative or dissatisfied merchant responses used in calculating merchant satisfaction (MSAT) percentage for LLM-powered soundbox interactions. This metric is combined with positive responses to determine overall satisfaction rates in the evaluation dashboard.,no
hive.team_cst_mhd_product.soundbox_eval_l1_summary1,agent_response_repetition,bigint,"This column counts the number of times an automated agent/bot provided repetitive responses during interactions. It's used as a key performance indicator to calculate the percentage of repetitive bot responses relative to total completed evaluations, helping measure conversational quality and bot effectiveness.",no
hive.team_cst_mhd_product.soundbox_eval_l1_summary1,eval_completed,bigint,"A count of completed soundbox evaluations used as the denominator for calculating bot performance percentage metrics. This column ensures accurate percentage calculations by providing the total evaluation baseline for measuring bot repetition rates, function call failures, and intent detection issues.",no
hive.team_cst_mhd_product.soundbox_eval_l1_summary1,function_call_failed,bigint,"A counter that tracks the number of failed function calls made by the bot during soundbox evaluations. This metric is used to calculate the ""Bot Failed %"" performance indicator, representing technical failures in bot operations as a percentage of total completed evaluations.",no
hive.team_cst_mhd_product.soundbox_eval_l1_summary1,hour_,bigint,"Represents an hour component or hour-based identifier used for temporal analysis and aggregation of soundbox bot performance evaluation data. This column works in conjunction with timestamp fields to enable time-based grouping and analysis of bot metrics like repetition rates, failure rates, and intent detection performance.",no
hive.team_cst_mhd_product.soundbox_eval_l1_summary1,hour_timestamp,timestamp(3),"A timestamp column that records the date and time when bot evaluations were performed, used as the primary temporal dimension for analyzing bot performance metrics over time. This field enables time-based grouping and trending of bot repetition rates, failure rates, and intent detection performance.",yes
hive.team_cst_mhd_product.soundbox_eval_l1_summary1,intent_incoherence_count,bigint,"This column represents the count of instances where the bot failed to properly detect or understand user intent during interactions. It's used to calculate the ""Intent Detection Failed %"" performance metric, helping monitor the effectiveness of the bot's natural language understanding capabilities.",no
hive.team_cst_mhd_product.soundbox_eval_l1_summary1,avg_empathy_score,double,"This column stores the average empathy score for customer service evaluations, representing how well customer service representatives demonstrate empathy during interactions. The score is stored as a decimal value and converted to a percentage for display in performance dashboards alongside other service quality metrics.",no
hive.team_cst_mhd_product.soundbox_eval_l1_summary1,avg_resolution_achieved,double,"A double precision metric that measures the average percentage of successful issue resolution achieved, typically stored as a decimal value between 0-1 and displayed as a percentage in dashboards. This column is part of a customer service evaluation framework used to assess how effectively support interactions resolve customer problems.",no
hive.team_cst_mhd_product.soundbox_eval_l1_summary1,avg_response_relevance_score,double,This column stores the average response relevance score as a decimal value (0-1 scale) that measures how relevant and appropriate responses are in customer service interactions for the soundbox product. It's part of a Level 1 evaluation framework used to assess customer service quality alongside empathy and resolution metrics.,no
hive.team_cst_mhd_product.soundbox_eval_completed,ah_tickets,bigint,Represents the number of tickets that were escalated to human agents during soundbox or AI bot interactions. This metric tracks when automated systems require human intervention and is used to calculate agent handover rates as a percentage of total active sessions.,no
hive.team_cst_mhd_product.soundbox_eval_completed,happy,bigint,Represents the count of positive/happy feedback responses received from users during soundbox evaluation sessions. This metric is used to measure customer satisfaction and calculate overall feedback rates in the customer service system.,no
hive.team_cst_mhd_product.soundbox_eval_completed,sad,bigint,A numeric counter representing the number of sad or negative feedback responses collected from customers during soundbox evaluation sessions. This metric is used to track customer dissatisfaction levels and calculate overall feedback rates alongside happy feedback counts.,no
hive.team_cst_mhd_product.soundbox_eval_completed,service_tickets,bigint,"A numeric count of service tickets generated from customer interactions, used to calculate the service ticket rate as a percentage of total active sessions in the soundbox evaluation system.",no
hive.team_cst_mhd_product.soundbox_eval_l1_summary1,negative_user_sentiment,bigint,"A numeric count or score representing negative user sentiment events or feedback, used to track and analyze unfavorable user reactions in the soundbox evaluation system. This metric is aggregated over time periods to monitor trends in negative user sentiment changes.",no
hive.team_cst_mhd_product.soundbox_eval_l1_summary1,neutral_user_sentiment,bigint,This column represents the count of neutral user sentiment occurrences captured in the soundbox evaluation system. It's used in sentiment analysis dashboards to track and visualize the volume of neutral user feedback over time alongside positive and negative sentiment metrics.,no
hive.team_cst_mhd_product.soundbox_eval_l1_summary1,positive_user_sentiment,bigint,"A count of positive user sentiment occurrences captured during soundbox evaluations, aggregated to track positive feedback trends over time. This metric is used alongside neutral and negative sentiment counts to provide comprehensive sentiment analysis for the soundbox product evaluation system.",no
hive.team_cst_mhd_product.soundbox_eval_llm_l1,eval_completed,bigint,"A numeric count representing the number of sessions where LLM evaluation was completed, used to calculate the completion rate percentage against total active sessions in the soundbox evaluation system.",no
